ROOT,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
NOD,0.0042128152,0.0011736451,0.000390151,0.00001918,0,0,0.0012535365,0,0.001270348,0,0,0,0,0,0.0012856192,0,0,0.0001418478,0,0.0004199924,0,0,0,0,0,0,0.000095067,0,0.5760997589,0,0.000015477,0,0,0.0005040781,0,0,0,0.3530132695,0,0,0.0055263947,0,0,0,0,0,0,0.0012666182,0,0,0.0013864113,0.0031582423,0,5.79832049971549E-06,0,0,0.2721900551,0.0003209292,0,0.0006879684,0.0008951041,0.0067221647,0.0003288196,0,0.0125239549,0.0421638019,0.0055454817,0,1.0696285682313E-05,0.1479580658,0,0,0.0008244009,0.0005547946,0,0,0.0026448387,0.0637727277,0,0.0034810478,0,0,0.1250641901,0,0,0,0,0,0.0001102034,0,0.0003343381,0,0,0,0,0.0008325455,0,0,0,0,0,0.1163246033,0.0075790943,0.0010399718,0.0007921006,0.0004962937,0.5960003171,0,0,0.0353940731,1.15627861176922E-06,0.0008050901,0,0.0100868836,0,8.51866954541291E-05,0,0.0013828727,0,0,0.0384899089,0,0,0.0089306612,0,0.0362233923,0.0579938203,0.0021916093,0.0066805794,0,0,0,0,0.0022039245,0,0,0.0008623401,0,0.1609656578,0,0.0229144913,0,0,0,0,0,0,0,0.0577976264,0.0001111834,0.0015634241,0,0,0,0,0.0001863243,0.0017191018,0.0011037852,0,0,0,0.0013105554,0,0,0,0,0,0.0003840298,0,0,0,0,0.0339429406,0,0,0,0.0048858279,0.0001101808,0.0005137746,0.0012546117,0.0002094065,0.0001990526,0.0029860293,0,0.0006548623,0.0001209074,0,0,0.0627047762,2.28523655744874E-05,0,0,0,0.0061403341,0.0033894363,0,0,0,0,0.0002738223,0,6.15443982558282E-05,0,0,0,0.0009625451,0,0,0,0,0,0,0
NOT,0,0,0,0,0,0,0,0,0,0,0,0,0.0013441328,0,0,0.8970160215,0,0,0,0,0.1327422564,0,0,0,0,0,0,0,0,0.2173431315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080163042,0,0,0,0,0,0,0,0,0,0,0.0362363741,0,0,0.024040629,0.0499805836,0.3114147873,0,0,0.1300190379,0,0.0002943718,0,0.0474190115,0.0006894217,1.6166932121,0.3428808902,0.4992241973,0.1191782444,0,1.5252837556,0,0,0,0,0,0,0,0.1024074901,0,0,0,0,0.1241028704,0.072267088,0.2187771814,0.0025228159,0,0,0,0,0,0,0.0824293292,1.9374535884,0,0.0196771205,0,0.0187758638,0.0179562759,0,0,0,0.2108673107,0,0,0,0,0,0,0,0.8770260392,0,0,0,0.0227010441,0,0.179289934,0.0012636727,0.40004083,0.0219364628,0,0.1996366081,0,0,0,0.6325992051,0.1046436947,0.1807315155,0.0609484791,0,0,0.0003317133,0,0,0.0809166538,0,0,0,0,0,0,0,0,0,0.0955728948,0.0160442543,0,0,0.1365977674,0,0,0.3455069621,0.3246410874,0,6.2064215648,4.8672489567,0,0,0,0,0.1011712194,0.0656142767,0.0161384438,0.0007258777,0.0280656499,0.1670170627,0.0009773614,0,0,0,0.0325249525,0.007655597,0,0.0003046027,0,0.0213598797,0.017416228,0.0006908351,0,0,0,0,0,0,0,0.1773750144,0,0,0,0,0,0,0.0008927749,0.0118892745,0,0,0,0,0,0,0.1569750299,0,0,0,0,0.1557573279,0.0022360259
NPC,0,0,0,0,0.0065377053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006226379,0,0,0,0,0,0,0,0,0.050724864,0.0161790395,0,0.0525861643,0,0,1.5335022411,0.024727471,0,0,0.0002374349,0,0,0,0,0.0050026294,0,0,0,0,0,0,0,0,0,0.2829428542,0.0393401074,0,0,0,0,0,0,0,0.0135410562,0.091274476,0,0,0,0,0,0.2015983645,0.040293211,0.0909329964,0,0.1793451589,0.0233206998,0,0,0,0,0,0.0171164096,0,0.293534118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5981386602,0,0,0.0183250827,0.0067619719,0,0,9.75095583545941E-05,0,0,0.0001089231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66036695507867E-05,0,0.032192881,0,0,0,0,0,0,0,0,0,0,0,0.0193839797,0.0016092564,0,0.0711334414,0,0,0,0.1707234587,0,3.1852506442,0.0375867167,0,0.1047102048,0,0.0050413063,0.1088238393,0.090571167,0.0012340415,0.0027758923,0,0,0.0008729018,0,0,0,0,0,0,0,0,0,0,0.0222002937,0,0,0,0,0,0,0,0.0346065707,0,0,0,0,0.1560033293,0.0007667516,0,0,0,0,0,0,0,0,0.0805151672,0,0.0085598488,0,0.0284481663,0.1317809222,0
NTS,0.0012028739,0.0008788913,0.0001543549,0,3.11535080709094E-05,0,0.0014023695,0.0005167731,0.0012160183,0.0500034646,0,0,0,0.0005872327,0.0023760499,0,0,0.0022602582,0.0034363426,0.0024546432,0,0,0,0,0,0,0.000108055,0.0030194551,0.0022654678,0,7.6851119381053E-05,0,0.0040634459,0.0011034549,0.000661605,0.0023656283,0,0,0.0167708445,0.0068156805,0.0050750299,0.0013740765,0,0.0005757159,0.0035034184,0.0030100816,0.00333046,0.0007087521,0.0001405667,0.000027388,0,0,0,8.35158209322062E-05,0.0008232497,0.0004547997,0,0.0016260696,0,0,0,0.0015944026,0.0002288295,0.0044733535,0.0493241073,0,0.0020495924,1.5738025264,0,0.0154218456,0.0001253756,7.03668481980061E-05,0.0004979474,0.0014028946,0,0,0,0.0747249688,0,0,0,0,0.06498521,0,0.2371411475,1.2241957624,0.0004520443,0,0,0,0,0.0009904307,0,0.0043005753,0.0067187387,0.0048202834,0,0,0,0,0,0,0.0021948195,0,0.0083687996,0.0007171103,0.0011253686,0,0,0.1558910935,0,0,0.0001524941,0.0049291568,1.83156511532889E-05,0.0007217105,0.0952945089,0.0002994471,1.4639763433,0.5408413654,0.0599210358,0.0009219717,0,0.0139259999,0.0021022261,0,0.108964114,0.0015290632,0.0069880386,0.0001622745,0,0,0,0.0007345088,8.09873279911723E-05,0,0.001600402,0,0.463629277,0,0,0.3350305099,0.0005320132,0.0024576248,0.0019634348,0.0108915507,0.0006787466,0,0,0,0.0040955675,0.0003469454,0,0,0.0056558218,0.0006517388,0.0027333827,0.0020117911,0,0,0,0.0021790778,0,0,0,0,0.0061085325,0.0036957058,0.029310553,0.0032940695,0.0012424418,0,0,0.1545840934,0.2570828899,0.2804213013,0.0101165584,0.0003327022,0.001472824,0.0020267703,0.0022670161,0.001523987,0.0081921881,0.0014555995,0.0014035175,0,0.000321591,0.289689599,0.04851933,0.0019139722,0,0,0,0.006306295,0.0004162975,0.5523302668,0,0.0122139167,0.3556682141,0.0016158353,0.0005540844,0.0013297543,1.33122652416019E-05,0.0012485392,0.0003186693,0.0005386753,0,3.21247832435874E-05,0,0,0,0.0070144759,0.7047357893
ORBl,0.0611855776,0.176082425,0,0.2186444313,0,0,0.1834041047,0,0.2045970045,0.0005944452,0.0308424048,0.0117887272,0,0.0230235852,0,0.0024738386,0,0,0,0.02558302,0.0008112473,0,0.0052082582,0,0,0,0,0,1.1577520847414E-05,0.0127500178,0.0831954045,0.0042730571,0.0983918773,0.0042075176,0,0.3380783755,0.0587651651,0,0.0033468101,0,0,0,0,0,0.0057200959,0.0153262807,0.0363036998,0,0.097685658,0,0,0,0.2008830105,0,0,0.0063266771,0.0065690595,0,0,0,0,0.0014053308,0.024114049,0.0259096828,0.0020263919,0,0.0143734173,0.0181434099,0,4.42852220014187E-05,0,0,0,0.004152991,0.235292746,0,0.0097090834,0,0,0,0,0.0733927754,0.0060449463,0.3624261415,0.0004747137,0.0013249523,0.0066646298,0,0,0,0,0,0,0,0.3159531562,1.4207881152,0,0,0,0.6444612178,0,0.0006540829,0.0505161836,0.0042413082,0,0.0081627554,3.69968583704836E-06,0,0.018452882,0.0014255103,0.392450168,0.107367358,0.2646041827,0.0900373816,1.0749753721603E-05,0,0.219544574,0,0.0087349616,0.0177505765,0.0097521655,0,0.0493511721,0,0.0295907104,0,0.0038051291,0.018595872,0,0.1240635696,0,0.020255161,0.0006006923,0,0.000356948,0.0120341577,0.0001493796,0,0.0529008771,0.0714272702,0.0006244615,0.0015727191,0,0,0,0,0,0,0,0,0.0014628158,0.055907493,0.0006005168,0.0192641843,0.0311718999,0,0,0.0002324981,0.092936271,0,0.2882145405,0,1.83645679590637E-05,0.3729888199,0,0.0981147237,0.0511638947,0.0995586699,0.0010903016,0.0024920398,0.0036670487,0.0073126201,4.28646201463393E-05,0.0002252029,0.0004389915,0.0002132744,0.171206735,0.0217859399,0,0,0,0.0313879717,0.0140221815,0.012875353,0,0,0.0025792034,0.0058442238,0.0007217884,0,0,0.0446295533,0,0,0,0.0020392392,0.1592561259,0,0.002897659,0,0,0,0,0,0,0,0.2431435936,0,0.0036916352,0.0038375766,0,0.1790744065,6.09073254257983E-05
ORBm,0.0084730596,0.4055837025,0.3619596454,1.3569471988,0,0,0.2454073887,0.0776144118,0.4391633783,0,0,0,0.0001727023,0,0.0041464454,0,0,0,0,0.0059932902,0,0.0753274888,0,0,0,0,0,0,0,0,0.0520722172,0,0,0.0042425921,0,1.3980915911,0,0.0001309926,0,7.9571357278976E-05,0,0,0,0.0183337542,0,0.053657518,0.1312227949,0,0.045253545,0.0049265591,0.0001515819,2.28429932829042E-06,0.0641667393,0.0016656054,0,0,0,0,0.0004269549,0,0,0,0.4648173798,0,0,0,0.0001756976,0,0.0167040577,0,0,0,0,0.0015815557,0,0,0.0076556656,0,0.005531383,0.0841043395,0,0.0091026921,0,0,0,0,0.0101826458,0,0,0,0,0,0,0,0,0.4008921748,0,0,0,0,0.012953461,0,0.0776416569,0,0,0.0093179259,0,0,0,0,0.1279550115,0,0.0489544456,0.2692688465,0,0.004438857,0,0,0,0,0,0.0372617339,0,5.90170976687371E-05,0,0,0,0.0014301544,0.1108852884,0.4002162978,0.000032009,0,0,0.0006704627,0,0,0.001236222,0,0,0,0,0,0,0.0054840215,0,0,0,0,0,0,0,0,0,0,0,0.0755844647,0.0725562916,0.0120514555,0,0,0,0,0.002041825,0.0311064746,0,0,0,0,0,0,0.0017715736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002558054,0,0.0041337343,0,0,0,0.0001046845,0,0.0007215265,0.0423262171,0,0,0,0.0001659553,0,0.0023717326,0,0.0394279146,0,0,0,0,0,0,0,0,0,0,0
ORBvl,0,0.0099152884,0,0.0220820672,0,0,0.0340846781,0,0,0.0002203217,0.0244139706,0.016988085,0,0.0113687083,0.1567110947,0,0,0.060982267,0.0265211553,0.0090263407,0,0.0012092269,0,0,0,0,0,0.0234724332,0.0003755873,0.0211253693,0.0685652402,0.0010924992,0.0362553129,0,0,1.9227175117,0.027823246,0,0.0012677345,2.74366071279337E-05,0,0,0,0.0094014829,0,0.003844452,0,0,0.0987292064,0,0,0,0,0.0187861032,0.1011114323,0.0080003326,0.0194145541,0.0563188042,0,0,0,0,0,0.006243507,0.0040946686,0,0.0037264873,0.0212674599,0,0.0001292363,0,0,0,0,0,0,0,0,0.0016477181,0,0,0,0.0092003819,0.2014405223,0.0004605688,0.0028146424,0,0,0,0,0,0,0,0,0.3622574268,0,0,0,0,0,0,0,0,0.0052415065,0.0009790163,0,0,0,0,0,0.1095506924,0,0.0619832804,0.000239813,0,0,0,0,0.0138867019,0.0174643452,0.0217198579,0,0.0153826512,0,0.0133452551,0.0004191442,0.0024267679,0,0.3013043131,0,0,0.0365037462,0,0,0,0.0054259653,0,0,0.0377301785,0.0178717321,0.0006039692,0.0019293566,0,0.2195080496,0,0,0,0,0,0,0,0.0442064126,0.0004284153,0,0,0.0507668031,0.0404388478,0.0019464572,0.070228396,0,0,0,0,0,0,0.0986649025,0.0103827035,0.0295290945,0.000467242,0,0,0,0,0,0.0010597367,0.0012229359,0.1515512027,0.0530472571,0.0253779026,0.0054226734,0.1065726772,0.1142456842,0.0757745642,0,0,0,0,0.003383361,0.000648767,0.1036961355,0,0.0188454639,0,0.0562636897,0,0.0025592249,0.1554950365,0,0.0024595376,0.0114722447,0.0595458007,0.1587622473,0.0305235312,0.1324122525,0.0071027985,0.0252458993,0.0856831495,0,0.0091721512,0.0205370702,0.0073811462,0,0.0002083726
OT,0.1930308498,0,0,0.0145945073,0,0,0.0033626381,0,0.0392939009,0,0.0081138605,0.0016287082,0,0,0.5598482259,0,0,0,0,0,0,0,0.0123330266,0,0,0,0,0.0504187633,0,0.0022382291,0.0053958637,0.0033978187,0.0008406391,0.0378838675,0,0,0.0097616948,0,0,0,0,0,0,0.0382697519,0.0006694429,0,0,0,0.1158400098,0.0061828265,1.70594301151044E-06,0,0,0.0197141696,0,0,0,0,0,0,0.0002554897,0,0.0322190467,0,0,0,0,0,0,0,0,0,0,0.0118230721,0.2068827588,0,0.2126149709,0,0,0.0409411216,0,0.085458841,0,0.102384004,0,0,0.0736029705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266170341,0,0.1609734468,0,0,0.084666579,0.0001021369,0,0,0,0.0477935944,0.0003307118,0.0429504644,0.0896420555,0,0.0116354946,0.0231986456,0,0,0,0,0,0.0053498082,0,0,0,0,0,0.4173806757,0,0,0.0027304394,0,0,0,0,0,0,0,0.0022014922,0,0,0.0056412663,0,0,0.0015280634,0,0,0,0,8.68983170962534E-05,0.0034925729,0,0.0061130826,0,0,0,0,0,0,0,0,0,0.3739747078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018245033,0,0.2935746543,0,0,0.0098799923,0,0,0,0,0,0,0,0,0,0,0,0,0.0020128171,0.0003598439,0.0570959597,0
PA,0,0,0,0,0,1.4080435875,0,0,0,0,0,0,0,0.1465501784,0.4783319095,0,0.300366029,0,0,0,0,0.5846405625,1.2151452923,1.7138560255,0.0720005528,0,0.0012667412,0,0.0007185077,0,0,0,0,0.3981895693,0.4602809323,0,0,0,0,0.000097277,0.0361307212,0.1227458407,0,0.0973595305,0.0001600209,0.0865333696,3.3670587067,0.8548135825,0,0.1275443027,0,0,0,0,0,0,0,0,0.3415224685,0,0,0,0.2202289294,0,0,0,0,0,0.5360670954,0,0,0,0,0.000085157,0.6194395819,0,0.1509603142,0,0.2048554757,1.7800696214,0.1822910812,0,0,0.1046826797,0,0,3.4124781291,0,0,0,0,0.0004348644,0,0.145535229,0,0,0.3802027031,0.7588929234,0,0,0.0265224069,0,0,0,0,0,0.0001129257,0,0,0,0,0,0,0,0,0.6261851931,0,0,0,0,0,0,0,0.0004351936,0,0,0,0,1.1262118157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278816881,0.0030834427,0.0282516171,0.0417883678,0,0.3561893704,0,0,0,0,0,0,0,0,0,0.1528006361,0,0,0,0,0,0,0,0,0,0,0,0,7.35308995245719E-05,0.0003287388,0,0,0,0,0,0,0,0,0,0,0,2.0143704072,0,0,0,0,0.1657295192,0,0,0.3017615263,0.9577298674,0,0,7.04372932797074E-05,0,0,0,0,0,0,0,0,0,2.4993064109,0,0,0,0.0006164684,0
PAA,0.7771788487,0,0,1.3360784715,0,0.1209355434,0,0.4093590604,0.1965249866,0,0.0008726012,0.0009954204,0.000521607,0,0.4910581531,0,0.002435775,0,0.0245090603,0.0844078767,0,1.1953182204,0.2577068932,0,0.4185716262,0.0026224667,0.314815589,0.7399585866,0.000628707,0,0,0,0.0040294122,0.2580560181,1.3894127768,0,0.0004296391,0,0,0,0.1958805111,0,0,0.1058302705,7.74741222824181E-05,0.6124078728,1.9204698911,0.2832683762,1.0864370013,0.2926444155,0.0003446861,0,0,0.130098963,0,0,0,0,0.133856932,0,0,0,0.185528689,0,0,0,0.0003570093,0,0.5167848778,0,0,0,3.61668666222413E-05,0.0015084008,0.1195715612,0,0,0,0,0,0,0.1722742298,0,0.0619884613,0,0,1.3361503705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3310430132,0,0,0.311733105,0,0,0,0,0,0,0,1.5727048247,0.4122935124,0.3025506664,0,0.014281514,0,0,0,0.3310651501,0.0003270601,0.0005440336,0,0,0,0,2.7435831098,0,0,0,0,0,0,0,0,3.29408517763674E-05,0,0,0,0,0.0028881504,0,0,0,0,0,0,0,0,0.0018369071,0,0,0,0,0,0,0.0180101854,0.011348981,0,0,0,0.6847324496,0,0.0018794682,0,0,0,0,0.0001448296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5266769837,0,0,0,0.2857125086,0.2009294856,0,9.537458645875E-06,0.3834285579,0,0,0,6.01933711263018E-05,0,0.0160023591,0,0,0,0,0.0006844953,0,0.0003877613,0.1840425446,0,0,0,0.00065846,0
PAG,0.0026499473,0,0,0.0108066965,0.0001150384,0.0299781739,0,0,0,0.0014514744,0.0023276114,0.0004007591,0.0003064464,0,0,0,0,0,0,0,0.0013564789,0,0,0.0098346554,0,0,0,0.003108311,0.0030974263,0.0002516858,0,0.0006109585,0.003821559,0,0,0,0.0100411496,0.0008652047,0.0313664998,0,0,0.0314085509,0,0,0.0022690612,0,0,0,0,0,0,4.57835978788629E-05,0,0.0014916198,0.0054095225,0.0018295066,0.0462292604,0,0,0,0.0029993464,0.0551219281,0,0.005839827,0.00656268,0,0.0009324936,0.0225791204,0,0.0001290358,0.0109547077,0,0.0002349968,0.0127162851,0.1959950889,0,0.0329040076,0.0037908312,0,0,0,0.0038835662,0.0312544416,0.0134392124,0.0007375199,0.0168875488,0.0023013934,0.0004161451,0.0012783288,0,0.0033150034,0.0005094875,0,0.001784629,0,0,0,0.0107693625,0.0079520366,0.2955323598,0,0.0038575215,0.0275671284,0.0063942307,0.0206633464,0,3.7319727562183E-05,0,0.0104355854,0.0010983185,0,0,0,0.0183746913,0,0,0.2365884377,0,0.0048862521,0.0436257278,0.0486774544,0,0.0048485289,0.0003931524,0,0.0012552831,0.0079498104,0.0643954574,0,0,0.0012697235,0,0,0,0.0010490422,0.0399988209,0,0.0002838852,0.1338796351,0.1682642307,0.0010974454,0.0002457506,0.0017665298,0,0.0052844761,0.0181313852,0.0001055777,0,0,0.0040000011,0.0203294301,0.0030160169,0.0011451712,0.0115630486,0.0336921596,0,0,0,0.006849421,0.0026289024,0.1525009999,0.0135315575,0,0.0531674566,0.0002020244,0.0005202448,0.0082075007,0.0161243508,0.0026968181,0.0050546671,0.008142894,0,0,0,0,0,0,0,0,0,0,0,0,0.0014050105,0,0,0.0058000711,0.0049844178,0.0010231498,0,0.000919401,0.0111736176,0,0,0.0062335523,0.0072218042,0,0,0.0069510236,0,0,0,0,0,0,0,0.0087758613,0.0018883266,0.0024424932,0,0,0.0348459473,0.0010541126
PAR,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09105549321096E-05,0,0,0,0.0004990098,0,0,0,0,0,0,0,0.0283231109,0,0,0,0,0.0001464025,0,0,0,0,0,0,0.0001971896,0,0.0001152663,0,0,0,0,0,0.0615637269,0.1284534658,0.7725901076,0,0,0.0004674335,6.71874203495498E-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0001460183,0,0.000379814,0,0,0,0.046254579,0,0.0010449207,0,0,0,0,0,0.0016052902,0,0,0,2.37954350421E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56735742678508E-06,0,0,5.46474822587929E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004402124,0,0,0,0,0,0,0,0,0,0.0440064334,0,0,0,0,0,0,4.34682503859394E-06,0,0,0,0,0,0,0,0,0,0,0,5.79402969185134E-09,0,0,0,0,0,0.0033521881,0,0,0,0.0068280185,0,0,0,0,0,1.83406620925748E-05,0,0,0,0.0001549997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004174544,0,0,0,0,0.0032065773,0.0170961524,0.0039654437,0,0,0,0,0,0,0,0
PARN,0,0,0,0,0,0,0,0,0,0.0022052988,0,0,0,0,0,0.0198149899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007475803,0,0,0.0019549274,0,0,0,0,0,0,0,0,0,0,0,0.0011807745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1653515176,0,0,0,0,0,0,0,0.0005273326,0,0,0,0,0,0,0,0.0014229701,0.0525307348,0.1435748237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1652792892,0,0.0079356061,0,0,0,0,0,0.0008363229,0.0053336023,0,0,0,0,0,0,0,0.079821572,0,0,0,0,0,0.0092782922,0,0,0,0,0,0,0,0,0.0060708248,0.0013636921,0,0,0.0207364739,0,0,0,0.0423123683,0,0,0,0,0,0,0,0,0,0,0,0.0006708502,0.0007399213,0.0010838669,0.0008798615,0,0,0,0.0017457565,0,0.0518474663,0,0,0,0,0.0002398477,0,0,0,0.0001555935,0,0.0006089361,0,0.0200363332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385169901,0,0,0,0,0,0,0,0.2594634117,0.0075007703,0,0,0,0,0,0,0,0,0,0.0022640745,0,0.0041602529,0.0036449024,0.0019519281,0,0.0067569853
PB,0.0214639521,0.000849909,0,0.015853801,0.0003782764,0,0.0059896316,0.0015603793,0.0019947423,0,0.0002933916,0.0001870732,0,5.21015385216554E-05,0.0028771711,0,0.0020573861,0,0,0,0,0.0043207979,0.0149096989,0.1014106402,0.0001087937,0,0,0.1002272924,0.0225412141,0.0026176713,0.0105651184,0,0.0524564833,0.0048885703,0.0027840706,0.0666625858,0,0,0,0,0.0020652545,0.0569716533,0,0.0003185802,0.0045847667,0.0002581327,0.0026006672,0.0002110785,0.0073313102,0.0034163699,0,0,0,0.0135214732,0.0116950981,0.0115203455,0.0501680029,0.0086482852,0.0049192865,0,0,0,0.0013208478,0.0154486799,0,0.0003273378,0,0,0,0.0086146861,0.0008246227,0,0.0010874929,0.0003251327,0.2648387269,0.0019358076,0.0325507108,0,0.0012265549,6.54409473609384E-05,0.0009097522,0.0085760063,0,0.0389512397,0,0,0.0147646807,0.0196285349,0.0014819247,0.0007593524,0,0,0,0.0013677569,0.0095170542,0.0073572073,0.0028406482,0.0424577113,0.0002495043,0.653596868,0,0,0.0003832948,0,0,0.0014783402,0,0.0007284137,0.0185270535,0.0104473681,0.0008943083,1.10778543116548E-05,0.001273089,0.0071192546,0.0001181616,0.0005791057,0.1724159438,0.0001583615,0.0489175125,0,0,0.0010341722,0.1096340281,0,0,0,0,0.0254813062,0.0170702168,0.000722766,0,0.0154727539,0.0088097121,0,0,0.0063540506,0,0,0,0.0418819828,0,0.0066131345,0,0,0.029372184,0.032203568,0.0002276987,0.0020033569,0,0.019032199,0.0166699765,0.0180383925,0,0.0103095508,0.0601456604,0,0,0,0,0.0025803467,0,0,0,0.2024278607,0,0.0077007922,0.0126511775,0,0,0.0232495962,0.0080617093,0.0303038055,0,0,0,0,0.0030098048,0.0010293445,0.004410222,0.0024781431,0.0003200108,0.002360702,0.0043270437,0.021638451,0.0004569319,2.37050531680967E-06,0.0015414422,0,0,0,0.0010668866,0,0,0.0016054387,0.0140834617,0.0531320206,0.0216086348,0,0,0.0018624017,0,0,6.05976683973547E-06,0.0005413317,2.47208712811494E-05,0,0.0393948824,0.011161168,0,0.0001828509,0.020082838,0.074623939,0
PCG,0.0150827955,0.0061399899,0.0153953961,0.0381064595,0.0014416303,0.0578944795,0.0023770388,0,0.0018902658,0.0007291298,0.0059737011,0.0031931586,0,0.0002346767,0.0174357241,0.0594115418,0.0098414456,0.0008696046,0.0004805809,0.0007292039,0.0077919543,0.0012598147,0.0013938112,0.0971584552,0.0025047726,0.0009803926,0.0081810531,0,0.0113144869,0.014636517,0.0030482342,0.0007120609,0.0272164402,0.0015407968,0.0007115107,0.0084579787,0.0457846763,0.0003868811,0.022053168,0.005845455,0.0111395984,0.1087619228,0.0015935573,0.003673044,0.0152215666,0,0,0.0014864445,0.0051382021,0.0015230402,0.0292270532,0,0.001558058,0,0.0023990435,0.0012436739,0.1640932155,0,0.0002664175,0,0,0,0.0159483409,0.0202875174,0.0221381434,0,0.007263891,0.0588746701,0.0002427628,0.0035263346,0.0040684004,0.0011283073,0.0040813692,0.0368242287,0.4856509051,0.0245656161,0.1717475637,0.0200479039,0.0226846307,0.1545571639,0.0036603372,0.0058999692,0.0661383842,0.1234787822,0,0.0136520065,0.0129612558,0.0115985234,0,0,0,0.00359988,0,0.007293993,0.0143891987,0.0215922838,0.0064707371,0.0998394372,0.0096791187,0.5737641266,0.0727704281,0,0.100416713,0,0,0.0017128605,0.0057037777,0.0029042329,0.0470071682,0.0169811604,0.0014181949,0.0040548207,0.0042524969,0.0330304346,0,0.0013377738,0.9967285351,0,0.0214139576,0.0652131755,0,0,0.0679926762,0.0094307342,0.0207020221,0,0.038915508,0.058207176,0.0158687344,0.0053188661,0,0.0219403646,0.0042485515,0.0002325087,0.0023678198,0.0648953227,0.0012650565,0,0.2891079281,0.1780489494,0,0.015482194,0.012568545,0.0019241781,0.0245832353,0.0589220558,0.0062132376,0.0036361655,0.0007342951,0.0212922543,0.0404656652,0.015370619,0.0022790589,0.0269642921,0.0448920106,0.0019875727,0.0141637285,0.0138183119,0.0651770241,0.0126585058,0.1216799559,0,0.0047280538,0.1443091431,0,0.0073655277,0.0202494138,0.0217672947,0.0092055841,0.0096003961,0.0086556261,0.0126943049,0.0301992187,0,0,0.0026434774,0.0040923923,0.0026566601,0.0016106624,0.0007001932,0.0018835455,0.0033567019,0.002371104,0.0038496584,0.0014756344,0.0016291226,0,0,0,0.0014354724,0.0005832576,0.0342559058,0.0030245005,0.0220971549,0.0476482235,0.0104807672,0.0134577616,0.0047815468,0,0,0.000023454,0,0.0001061492,0.0019319652,0.0002085679,0,0.0310524654,0.0198713338,0.0098700426,0.0042721767,0,0.0468368988,0
