ROOT,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
GPe,0,0,0,0,0,0,0,0,0,0,0.0131145644,0.0019937009,0,0,0,0,0,0,0.0049098568,0.0560797303,0.0002024178,0.0124060267,0,0,0,0,0,0,0.0016692335,0,0,0,0.0352459423,0,0,0,0,0.0026212926,0.0054607165,0.0004963819,0,0,0,0,0,0,0,0,0,0,0.000665474,0,0,0,0,0.0984672825,0,0,0,0,0.0008158538,0.0154884196,0,0.0019714132,0,0,0.0018785147,0,0.0703722379,0,0,0,0.0049655116,0,0.0475262711,0,0,0,0,0,0,0,0,0.0743591766,0,0,0,0,0.00302157,0.0059302406,0.0108909969,0,0,0,0,0,0,0,0,0.1170535287,0,0,0,0,0.0007261775,0,0.0001433317,0.0005733252,0.0121097986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843766505,0,0,0,0,0,0,0,0,0.0141362008,0.0028096566,0,0.0485547515,0,0,0.000857043,0,0,0,0,0,0,0,0,0,0,8.74531932482039E-05,0,0,0.0055924736,0,0,0.1427102894,0,0,0,0.1793676256,0,0,0.0017023782,0,0.049704919,0.0013414672,0,0.208024352,0.189089845,0,0.000286524,0.0003912904,0.0316724404,0.0001634169,0,0,0,0.1081715832,0,0,0,0,0,0.0476409102,0.1023574638,0,0,0,0,0,0.0566083538,0,0,0,0,0,0,0.1009773144,0.0001802888,0,0,0,0,0,0,0,0,0.0175974171,0,0,0.0457257025,0.010985197,0.0105902406,0
GPi,0,0,0,0,0.0333205324,0,0,0.2534199321,0,0.0353027503,0.0431511108,0.0091441829,0.0500122335,0,0,0.0588862553,0,0,0,0,0.0474480701,0,0.5603377007,0,0.2910751174,0,0.0142691388,0,0.0084337658,0.0795876396,0.0986732755,0.013594619,0.2976206994,0.0369939809,0,2.5720646358,0,0.0103056445,0.1067209831,0.0004790502,0.0059527104,0.2711742219,0.0003492504,0,0.031634924,0.0390437993,1.9910749717,0.2720676836,0,0,0.0032421111,0,0,0.0774476747,1.2820346931,0.0278898809,0.5049016415,0.1809042407,0,0,0.0018091406,0.0441948022,0,0.1061860741,0.0142117122,0.000050518,0,1.0822860926,0,0.0126899745,0.0781286862,0.0009514764,0,0.503082763,1.1933546631,0,0.3571171114,0.016198002,0,0,0,0.198647066,0.1892095687,0.7384623172,0.0556062339,0.1499883678,0.0057630406,0,3.24248109885827E-05,0.0150498076,0.0020303178,0.0301460634,0,0,0,0,0,0,0.0096526967,5.1821547013,0,0.0480136067,0.4247590692,0.0053738728,0.0218391742,0,0.0021085298,0.0043657234,0.1626731149,0.2009020695,0,0,0,0,0,0.0793059928,2.8013805937,0,0.9796659805,0.5639397026,0.1059315219,0.16332497,1.0352310967,0.0766500084,0.0563436572,0.0179834359,0.1505714639,0.1913015402,0,0,0.0160384218,0.3593429483,0.0562172042,0,0,0.187858133,0,0.0105436289,1.1453688857,0.4208447467,0.0087243877,0.0423984267,0.0204288401,0,0.0803939855,0.1358950957,0,0,0,0.0768371225,0.1602120893,0.062977572,0.0082912136,0.1623843538,0.2300039489,0,0,0,0.9112884335,0,2.1745417911,0,0,0.6303513653,0.0071222197,0.0782497626,0.7289027598,1.44518591,0.0192007851,0.0945831685,0.0508716954,0.294436029,0.0150188156,0.0088319214,0.0286240941,0.0474790728,0,0,0.0928496421,0.025518999,0,0,0,0.6014376011,0,0.0174090779,0.0228725263,0.1789042539,0.0214241081,0,0.2257054281,0.0949250303,0,0,0.1012119217,0.2217322217,1.2043616773,0.0008791906,0.1706321822,0.1435918895,0,0,0,0,0,0,0.4913065905,0,0.1274502714,0.6444284022,0.2709353528,0.5710103927,0.0143192862
GRN,0.0002501625,0,0,0,0,0,2.50164433481257E-05,7.15924841479772E-05,0,0.0062882657,0,0,0.029483246,2.75184989813495E-05,0,0.0058910799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002182565,0,0,0,7.22658486419151E-06,4.90005912580256E-06,0,0,0,0,0,0,0,0,0,0,0.000139373,0,0,0,0,0.0051124289,0.0007302985,0.0001001996,0,0,0,0.0895054183,0.0001743183,0,0,0,0,0,0,0,0,0,0.3615632058,0,0.0068632648,0,0,0,0,0,0.000705611,0,0.0016586668,0,0,0,0.0006022564,0.0054127993,0,0,0.1204567562,0,0,0,0,0,0,0,0.0007345908,0.0005366756,0.0003511331,0,0,0,0.0541027202,0,0.0227301116,0,0,0,3.86275755964273E-05,0.0005227274,0.0009779787,0,0,0,0,0,0,1.00173471906012E-05,0,0,0,0.1323029863,0.0182179328,0.001743284,0,0.0094776014,0,0,0.0084890293,0.0185958022,0,0.0004417514,0,0,0.000736246,0.0002983268,0.0002321761,0,0,0,0,0.105813958,0.0239834652,0.0023117699,0.0031022404,0,0,0,0,0,0,0,0,0,0,0,0.002880983,0,0,0,0,0,0,0.0393458173,0,0,0,0.0122646258,3.98378229747585E-05,0,0,0,0,0,0.0002114426,0.0093683655,0,0.0184999577,0.0167883575,9.19621632222785E-05,1.59303976660186E-05,7.47254477408893E-06,0,0,0.0001801711,0,0,0,0,0,0.0210380096,0.005231564,0.0003581963,0.0002396821,0.0059459457,0,0,0,0.070240306,0.0011219489,0,0.1334354675,0,0.0001293382,0,8.39275899144383E-05,0.0004757748,0.000041006,0.0001698263,0.0018009289,0,0,0,0.0003015483,0,0.0172576708
GU,0,0.0518923182,0.0424883053,0.0076696516,0.0007359391,0.002292564,0.3818109146,0.0947444666,0,0.0002196988,0.0034292548,0.0018061122,0,0,0,0,0,0.0073851974,0.0297297534,0.0265714089,0,0.0967973155,0.0270578634,0.0131521908,0,0,0,0.2308581488,0.0015904864,0,0.0896808828,0.0009098674,0.0932565691,0.001729402,0.0004839284,1.9397842719,0.005768408,0,0.0065472082,0,0,0.0042323984,0,0,0.0015658163,0.1376935597,0.2935829379,0.0513811801,0.0235476749,0.008749344,0,0,0,0.0351897148,0.2367921528,0.0644500034,0.0188149676,0.0886205112,0.0216129184,0,0,0,0,0.0365116904,0.0015970808,0,0.002457344,0.0448160261,0.02771045,0.0007042698,0,0,0,0.0001229673,0.0654868907,0,0,0.0004258736,0.0058027707,0,0,0,0.0011527394,0.1972998297,0.0023358639,0.0006924726,0.0052522028,0.0002668038,0,0,0.00122154,0,0,0,1.5623674331,0.5474272372,0,0.0010447949,0,0.3144006472,0,0.0021708266,0,2.18205537439179E-05,0,0,0,0,0,0.0274564933,0,0,0,0,0.0002885174,0.0014532659,0.0898152712,0.0195559332,0.0379884902,0.0546245601,0.0047071491,0,0.0893915431,0,0.0253285478,0.0005043608,0.0033023665,0.0041044794,0.0458075315,0.0347939703,0.0003140552,0,0,0.0140746662,0.0021707347,0.0045420748,0.0215963667,0,0.0236279839,0.0190267689,0,0.0036473047,0.002238477,0.0499734606,0.0002758162,0.0274773845,0,0,0,0.001806068,0.0080319171,0.0187596186,0.0003707457,0.0059706409,0.0250136542,0.0185560304,0.0434388934,0.0394482303,0.0583652501,0.0002881303,0.0375702972,0,0,0.0741902265,0,0.0196906509,0.039774054,0.1496476856,0.000593471,0.0155904753,0.0052639746,0.0093835977,0.0028489802,0.0023114159,0.0039203174,0.0035440908,0,0,0.3084055407,0,0.0103110334,0,0.1590059058,0.0224789613,0,0.0317974111,0.0002236163,0.0122546285,0.0017006819,0.188048434,0,0.008885743,0,0.0014837734,0.0025646524,0.0063410322,0.0671869854,3.55962882807735E-05,0.0022982502,0.0426012345,0.0265139141,0.0364896799,0.0235755542,0.0915221247,0.0104741664,0.0250414391,0.1172478571,0.000614502,0,0,0.0812377015,0.0529502092,0.0009986705
IA,0,0,0,1.6571165246,0,0,0,0.3882152136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020114277,0.0011676281,0,0,0,0,0,0,0,0,0,2.8191554859,0,0.0022612871,0,0.0004015516,0,0,0,0,0,0,0,0,0.00054023,0,0,5.09427127868129E-05,0,0.1749491776,0.209111459,0,0,0.2384292088,0,0,0,0,0,0,0,0,0.003467871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1056551216,0,0,0,0,0,0,0,0,0,0,0.0180408225,0,0.0113518678,0,0,0,0,0,0,0,0,0,0,0,0.0003228602,0,0,0,0.0153632219,0,0,1.9007913284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060470925,0,0,0,0,0,0,0,0,0.0107837959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233441853,0,0,0,0,0,6.11085103210335E-05,0.0154633128,0,0,0,0,0.001733908,2.373014094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182006585,0.0114653134,0,0.0675010135,0,0,0.0064830145,0,0,0,0,0,0,0,0.0007895876,0.1389283232,0,0,0,0.0004312709,0,0.1566180175,0,0,0.0168045961,0,0.0032437882,0.0040955919,0,0,0,0,0,0,0
ICc,0,4.13201774978839E-05,0,0,4.14032374609614E-05,0,0.0001748422,5.32874873227616E-05,0.0003601685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40774680283135E-05,0,0,0,0,0,0,0,0,0,0.0003788148,0,0,0.0112698297,0,0.031828462,0.0019093455,0,0,0.000000461,0,0.0002030676,0.0006813944,0.0019471354,0,0,0.0006527441,0,0.000020245,0,0,0,0,0.0001220509,0,0,0.2044893404,0.0889930731,0,0,0,0,0.0002021455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579717845,0,0,0,0.0003932905,0.0004080609,0,0,0,0,0,0,0,0,0.0815719399,0,0,0,0,0,0,0,0,0,8.74520733015429E-07,6.34348007420806E-05,0,0.0011137486,0,0,0,0.0001465393,0,0.0006084476,0,0,0,0,0,0.0001206908,0,0,0,0,0,0,0.0033327116,6.72473911228748E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14124975528072E-05,0.0007678669,0.0006714631,0,0,0,0,0,0,0,0,0,0,0.0504958554,0,0,0,0,0,0,0,0.0006522208,3.71091527464769E-05,0,0,0.0001415399,0,0,0,0.0007372486,0.0008363251,0,0,0,0,4.49311018677736E-05,0,0,0,0,0,0,0.0235886745,0,0.0003445409,0.0005169899,0,3.55978567045245E-06,0.0004081274,1.30117131942041E-05,0,0,0,0,0,0,0,0
ICd,0,0,0,0,0,0,0.000650029,0,0.0005663823,0,0,0,0.0014830858,0,0.0010326481,0,0,0,0,0.0015260521,0,0.000319705,0.0004842429,0,6.47197526673583E-05,0,0.0013374997,0,0.0085636971,0,0.0001814549,0,0,0.000835663,0.000099957,0.002719077,0,0.0600318668,0.2586173951,0,0.0092928342,0,0,0,0,0.0004086788,0,0,0.0003468852,0.0002951636,0,0,0,0,0,0,0,0,4.04157745827312E-05,0.7334635068,0.0853650558,2.5968851989,0.0004132971,0,0,0,0.0001805154,0.0019169744,0.0002497195,0,0,0,0,0,0,0.0154081068,0,0,0,0,0,0,0,0,0,0,0,0,0.0692060801,0.129715223,0.1437442926,0,0,0.0132064021,0.0003230238,9.66719088782026E-05,0,0,0.0056412384,0,0,0,0,0,0.1293618844,0.0009145774,0,0,0,0.0012908884,4.54216797863418E-06,0,0.0002410027,0,4.23039354536141E-06,0.0004636875,0.0576442406,0,0.000557023,0.0090961293,0,0,0,0.0023538634,0,0,0,0,0.0044282105,0.0003552061,0,0,0.0423209316,0.0218622771,0.0407488767,0.0041050048,0.0007473982,6.39361801769185E-05,0,0,0,0.0014558027,0,0,0,0,0,0,0,0,0,0,0,0,0.0074039526,0,0.0008298816,0.0085675901,0,0,0,0,0,0,0,0,0,0,0,0,0.0016787952,0.0840590072,0,0,0.0041931907,0.0032134234,0.0011944641,0.0003146248,0,0.0004874001,0.0008945959,0.0002223809,0.0012124024,0,0,0,0,0,0,0.0006521606,0,0,0,0.0019395478,0,0,0,0,0,0,0,0,1.05294808011355E-05,0,0,0.0184211719,0,0,0,0,0,0,0
ICe,0.0015379921,0,0,0,0,0.010815925,0,0,0,0,0,0,0,0.0007593618,0.0019814736,0.1340990512,0,0.0177398688,0.0217822026,0.0088903407,0,1.84930741111597E-06,0,0,0,0,0.0028538152,0.0069190851,0.0077505209,0.0056389723,0,0.0003565935,0.0052173744,0.0002356521,0,0,0.0009787604,0.0096602789,0.0926426012,0.0059988529,0.0114192507,0.0081194291,4.82896685941799E-05,0,0.0004456137,0,0,0,0,0,0,0,0,0,0.0050993937,0,0,0,0,0.7773266091,0.2115017042,1.0136479799,0,0.0032274133,0.0053294344,0.000686144,0.0005613834,0,0,0.0006089565,0,0.0050100429,0.0090685068,0.0071950269,0.0502190036,0.0714663476,0,0,0,0,0,0.0006961039,0.0212327769,5.26513367006388E-05,0,0,0.0029686103,0,0.1195169685,0.1322755922,0.2429591103,0.0003122909,0,0.0037047699,0,0,0,0,0.0126519247,0.7016130108,0,0,0,0,0.309390016,0.0002750322,0,0.0150285661,0.0311142338,0.0002839862,0,0,0,0,0,0,0.9661839182,0,0.0015916361,0.0586495934,0.0130998112,0,0.0156801547,0,0.0422019359,0,0.0080074093,0.0369558193,0.0013945908,0,0.0001143429,0.0795430059,0.0964002551,0.0031281026,0.0375504201,0.1010839075,0,0,0.1168612913,0.2794262279,0,0.0096770803,8.4327920360964E-05,0.0147248273,0.0009779957,0.0046174737,0,0,0,0.0049489711,0.0265218167,0.0044458801,0.0004583685,0.0130469823,0.0572854607,0,0,0,0.0139019782,0.0016429564,2.8212092278,0.4208417565,0,0.0050610375,0,0.0036848906,0.0051265325,0,0.1230132679,0.0056636093,0.015187723,0.0981852379,0,0,0.0004377396,0.0007393446,0.0016827419,0,7.50477974010778E-05,0.0002020823,0,0.0007085294,0.0017855139,0.002746158,0,0,7.91405318990384E-06,0.0037468081,0.0012354261,0.0011367119,0,0.0164439951,0,0.0004044585,0.0022838559,0.0019350068,0,0.0065483702,0,0,0,0.0118605074,0,0,0,0.0027923832,0.0116037797,0.0004829027,0.0343298917,0.0290595103,0.005989523,0.0203063885,0
ILA,0,0.3995749333,0.4958540609,0.1940198483,0.0175784464,0.2053346737,0,0,0.0088405866,0,0.0945194752,0.05352292,0.0010161354,0.0025290785,0,0.0048062743,0.0069918036,0.0540501534,0.0242439675,0.0120871729,0.0269961638,0,0,0.2086254697,0.0222202079,0.0022312734,0.0101434324,0,0.0016665832,0.0195029844,0.1040360179,0.0073165695,0.0371542457,0,0,0,0.0633898328,0.0018837517,0.0137692179,2.26715555074158E-05,0.0220371603,0.1112882159,0,0,0.0048184662,0.0528576493,0,0.0073626895,0,0,0.0002099701,0,0,0,0,0,0,0,0,0.0014492835,0.0030869963,0.0231546085,0.1536752226,0.0242575311,0.0005310565,0,0.0306788764,0,0,0,0.0297838452,0.0026279881,0.0123951199,0.0502843904,0.935318377,0.0334725792,0.2180246331,0,0.0097406864,0.3652504194,0.0041419101,0,0,0.337512496,0,0,0.0767802519,0.0117642352,0.0004588012,0.0003536163,0.0040732491,0.0071130888,0.0229348523,0,0,0.4914969291,0.0312552619,0.1780232089,0.0262858465,0.3238485348,0.0555041098,0.002806815,0.1073658345,0.0050153963,0.004045574,0,8.59949448000946E-06,0.0031535962,0.0345791443,0.0012120682,0.190192013,0.1160873109,0.2884827386,0,0,0,0.8540160314,0.0017115656,0,0.0257252974,0.0567549869,0,0.0169411345,0.0014058982,0.0202103687,0,0,0.2173929856,0,0.2043768606,0.0179425727,0,0.002082714,0,0.0034033784,0.0172606604,0.001908107,0.000016326,0,0.0593618807,0,0,0.0590124585,0.1587767227,0.0399235539,0.1228146024,0.0081704685,0.0029145123,0,0.0296270981,0.3358313404,0.0735010215,0,0.0085371382,0.0159839209,0.0125245338,0,0,0.1212212841,0.0207506526,0.2997808019,0.0462642667,0,0.0437317694,0.0014902021,0.0996184521,0.0334767538,0.0342312958,0,0.0088202415,0.0281085766,0.0151896258,0,0.0001914456,0,0,0,0,0,0,0.0373158704,0,0,0.0088198512,0.0026701581,0.0102372495,0.0336181724,0,0,0.0504428165,0,0.017119943,0,0,0.0688104686,0,0,8.47238334688765E-05,0,0,0.0427126243,0.1176855432,0.0216447806,0.0953320449,0.0067027527,0.0215098797,0.1449120081,0.0348313139,0.000483851,0,0,0.2039699866,2.01574109273041E-05
IMD,0.060633737,0,0,8.8923370447,0,0,0,0.2398491656,0,0,0.1425528324,0.0759652136,0,0,0.2288511956,0,0,0,0,0,0,0.8304320982,0,0.1639147581,0,0.0141617993,0,1.1673321012,0.0009021741,0,0.2737071369,0,0,0,0,0,0,0,0,0.0011200341,0,0,0,0,0,0,0,0,0.4477093132,0.0095628359,0.0005494177,0,0,0.2488267992,0.1734236597,0,0,0.1727226162,0.1040338194,0,0,0,0,0,0,0,0,0,0.0819124204,0,0,0,0,0,0,0,0,0,0,0,0,0.0169482805,0,0,0,0,0,0,0,0,0,0,0,0,0.3462446771,0,0,0,0,0,0,0,0,0,0,0.0009467911,0,0,0,0,0,0,0,1.9104092142,0,0,0,0,0,0,0,0,0,0.0024310074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003644269,0,0,0,0,0,0,0,0,0,0,0,0,0.0352599933,0.0302447426,0,0,0,0,0,0,0.0785471027,0,0,0,0,2.140879139,0,0.0056241426,0,0,0,0,0,0,0,0,0,0,0.0111301582,0,0,0,0,0,0,0,0.1439608298,0,0,0,0,0,0,0,0,0.1169407875,0,0,0,0.0003060014,0,0,0,0,0,0,0,0,0.1119641647,0,0,0,0,0,0
IO,0,0.0054501709,0.0168402759,0.0322826922,0.0001433214,0.0134613983,0,0,0,0,0.005919313,0.0001696939,0,0.0003915287,4.15061917702067E-05,0.0859521685,0.0021237951,0,0,0,0.0011437963,0,0,0,0.0038806274,0,0.008943441,0,0.2511571747,0.0019258663,0.0026093871,0,0,0,0,0.0123798118,0.0378435416,0,0.0388078917,0.0037546166,0.0010321872,0.0084176383,0,0.0021006054,0.0009626363,0.0071404987,0.0186714127,0.0379228951,0.0039629566,0,0,0,0,9.38837497122098E-05,0.0058484762,0.0030304546,0,0.0006199531,0,0.0155925785,0.0095798108,0.1117641803,0.0078244619,0,0,0,0.0053925648,0,0,0,1.21075664165242E-05,0.0004115965,0.0013830348,0.0093000347,0.0697661478,0.0078795197,0.0428296084,0,0.0056645654,0.0820846275,0,0.0106101354,0,0.0258932175,0.0125354367,0,0,0.0018781892,0.0009599386,0.0025290312,0.0017957565,0,0,0,0.007136723,0.0099713877,0.0007669632,0,0.0035621135,0.3934995603,0.0206114415,0,0.1091979789,0.0024272733,0.054938485,0,0,0.0047689336,0.0283731223,0,2.09830562631676E-05,0,0.0008185425,0,0,0,0.2968191703,0.006868532,0,0,0.011590441,0,0.0190162426,0,0.0034020019,0,0,0.0208336757,0,0.0019078349,0,0.0051979335,0.0093312948,0.0126187878,0.0021482368,0.0314811651,0.0179981803,0,0,0.2257867875,0,0,0,0.0011337269,0.0130405664,0.0013339181,0,0,0.0396312631,0.0112864004,0.0005280713,0,0,0.0602679695,0.0139859964,0,0.0034381524,0.0119779111,0.0041335862,0,0.1584103504,0,0.0068765509,0.0478756825,0,0,0.0030232634,0.0047215317,0.0492408902,0,0,0.0096601644,0,0.0404588333,0,0,0,0.003203899,0,0,0.0057385842,0,0,0,0.0173835821,0.002885383,0.0008273159,0,0,0,0,0.0184393173,0.020276316,0.0049968797,0.0176206849,0,0.0054259597,0.0411331242,0,0.0002973501,0,0,0,0,0,0,0.0106292945,0.003159685,0.0028615651,0.0008279937,0,0.0225312948,0
IP,0.0003709345,0,2.43465302821481E-06,0,0,0,0.0017704747,0.0002425341,0.0002757616,0.003358192,4.49850999633911E-05,0,0.0036639075,5.9049418605999E-05,0.000194563,0,0,7.24695064445278E-05,8.83231099681847E-05,2.01583372063632E-05,0,7.65867692331084E-05,0.000206315,0.0006973719,6.32448567386748E-05,0,6.29565907874933E-05,0.001744812,0.0193745848,0,0,0.0075994653,0.0008704211,0.0002219106,9.95466899697178E-05,0,0.0022458284,0.3411034028,0.0022345835,0,0.0010546617,0,0.0050697157,0,0.0012642892,0.0002467126,0.0002847963,0.000217223,3.55930715456266E-05,1.09899203378598E-05,1.18422886966764E-05,0.0043684928,1.11995563508804E-05,0,7.26283421731044E-05,1.93727965099305E-05,0.0211446477,0.001711509,2.97569457127665E-05,0,0,0.0003452331,5.9241905609132E-05,0.0007370832,0.0131314241,0.0055866856,0.0004749333,0.3679294864,0,0.0140745157,0,0,0,5.70536953470914E-05,0.0056581585,0,0.0013620087,0.0270947144,0,0,0,8.78344358569481E-05,0.0018304961,0.0022848398,0.0574864755,0.0150726005,0.000276156,0,2.36734095165056E-05,6.61037242278186E-05,0.0002301684,0,0,0.000598114,4.05680947237746E-05,5.60466209868488E-05,0,0,0,0.1628272966,0,0.0027677511,0.0018657498,0.000547895,0.0016641021,6.10833924281795E-05,0.0020423628,0,0.0005902792,0.0236191082,0,0,0,0.0011738849,6.65685405235665E-06,4.69538439192858E-05,0.0275130459,0.0001203303,0.5368020738,0.2112091866,0.0087003422,0.0001045155,0.0005120317,0.012063418,0.002111231,0.0046373139,0.0136786646,0.0001677489,0.0022079594,0,2.089086060961E-06,0,0,0.0005578962,0.0001675439,0.071357442,0.0002181745,0.1181772106,0.0386897195,0.023152866,0.001709202,0.2214822172,0,3.77358993735453E-05,0,0.0005946287,0,0,0.0009757181,0,5.41603945490756E-05,0.0005876321,0,0.0020021648,0.0033796123,0,0.0001822848,0.0002199301,0,0,0.0041124649,0.0004484999,0,0.0006038708,0.2548685666,0.0002253841,0.0010701702,0.0008342666,0.0014568466,0.0003430866,0.000234006,0.0007876077,0.0089025396,0,0.0726864886,0.135144882,0.0022761205,0,8.2066842661099E-05,0.0008020955,1.41241752817361E-05,0,0.001819894,0.000188341,0.0003525012,5.91596079701237E-05,7.10438377184737E-05,0.0645758655,0.0536108936,8.61861093075648E-05,2.59387902069332E-05,0.0008908431,0,0.0007229987,0.0018669696,0.0665071955,0,0,0.0058580998,9.54826395768292E-05,0.0001611941,0,5.48404277487225E-07,0.0004140863,0,5.34152784866373E-05,0.0005298353,0,0,0,0.0007294261,0.0017018963,0.0025656661
IPN,0,0.056512776,0.0503195689,0,0,0,0.0273417149,0.016990778,0.0133125301,0,0.0336758684,0.0030537569,0,0,0,0,0.0006280302,0,6.13039359504971E-05,0.0040406025,0.0173878077,0,0,0.0002236929,0.2522137037,0.0659026141,0.7584983919,0,0,0,0.0192748772,0.001880345,0,0,0.0114275331,0,0.0805652743,0,0,0,0.8171806503,0.0279560814,0,0.0083846601,0,0.0484611986,0.2840304894,0.0919726961,0.0258613073,0,0,0,0.0011156159,0,0,0,0,0.0191514666,0,0.0004869773,0.00231107,0,0.0300919521,0,0,0,0,0,0.0082423917,0,0,0.0029728044,0,0.0059705541,0.4159536965,0,0.3230909911,0,0.1342082546,0.5969270492,0.0306765957,0,0,0,0,0,0,0.0342456804,0.0008695109,0.0008505448,0.0019123263,0.0038255581,0,0.001180023,0.0254076064,0.0733768266,0.0206004718,0.2039206729,0,0,0.3326814951,0.0137547513,0.3092246096,0.0686956168,0,0,0,0.0036721855,0.0047341733,0,0.0004242602,0.0056044523,0.0032936193,0,0.0091436046,0,0.0881818041,0,0,0.0191380205,0.327039194,0.0474064854,0,0,0,0,0,0,0,0.0229075979,0,0.0008068581,0,0.0125114295,0.0015425375,0,0.0178895145,0,0.0290694656,0.0503288856,0,0,0.0057643171,0.0037622936,0.0023815857,0.0130609008,0,0.0050267833,0,0.0194712223,0.0215115355,0,0,0.0075028609,0.0008850334,0.0078618438,0.0152692757,0.0341583711,0.006888902,0,0,0.0025657953,0.1413985903,0,0,0,0,0,0,0,0.0029828464,0,0,0,0,0,0,0,0.0041187803,0.0029218977,0,0,0.0027722213,0,0.0745971008,0.0858371413,0,0,0.000033358,0.014820147,0,0.0202864634,0.0741747136,0.0231526439,0.0557701694,0,0,0,0,0,0,0.0081438953,0.0014230007,0.0051569718,0.0013638399,0.0038257854,0.0049747422,0,0,0,0,0.0216939341,0
IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103508791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007153742,0,0,0.0042787715,0,0,0,0,0,0.000140209,0,0,0,0.0023931625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1679187202,0,0,0,0,0,0,0,0,0.0043631496,0,0,0,0,0,0,0,0,0,0.0004306844,0,0,0,0,0,0,0.0159132576,0.0059003769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228975264,0,0,0,0,0,0,0,0,0.003368116,0,0,0,0,0,0,0,0.0104685881,0,0,0.0390318344,0,0,0.0072843698,0,0,0,0.0381814731,0,0,0,0,0.002474777,0,0,0,0.0015122931,0,0,0.1923326786,0.0069586826,0,0,0,0,0,0,0,0,0,0,0,0.0003285544,0.0001646356,0,0.0020007341,0,0,0,0.0007254877,0,0.0151304393,0,0,0,0.0584360962,0.0001875932,0,0,0,0.000029855,0,0.0013258481,0,0,0,0.0140717294,0,0,0,0,0,0,0,0,0,0,0,0.0100782465,0,0,0,0,0,0,0,0.0276997249,0.0024709064,0,0.15277246,0,0,0,0,0,0,0,0.0008235602,0,0.0008458934,0.0005269849,0.0006507106,0,0.0528677888
